airline_name,overall_score,review_title,reviewer_country,review_date,aircraft_model,travel_type,seat_type,route,date_flown,seat_comfort_rating,service_rating,food_rating,entertainment_rating,groundservice_rating,wifi_rating,value_rating,recommended,year,month
air-france,2,Never had a pleasant flight, United States ,2021-05-22,Boeing 787,Solo Leisure,Economy Class,Dubai to Paris,May 2021,2,2,2,2,2,2,2,0,2021,5
air-france,2,very unpleasant experience, United States ,2021-04-24,,Business,Economy Class,London to Malaga via Paris,April 2021,3,1,2,0,4,2,2,0,2021,4
air-france,1,"rude, unhelpful and arrogant personnel", United States ,2021-04-21,,Solo Leisure,Economy Class,London Heathrow to Paris CDG,November 2020,1,1,0,0,1,0,1,0,2021,4
air-france,10,An excellent journey, United States ,2021-04-08,Boeing 777,Solo Leisure,Business Class,"Bangkok, to Milan via via Paris",April 2021,5,5,5,5,5,0,5,1,2021,4
air-france,8,The crew is very nice, United States ,2021-03-21,Boeing 777-300ER,Solo Leisure,Economy Class,Paris CDG to Los Angeles,March 2021,3,5,2,4,4,3,4,1,2021,3
air-france,1,waiting for the refund, United States ,2021-03-17,,Business,Economy Class,Tbilisi to Paris,August 2020,0,0,0,0,0,0,1,0,2021,3
air-france,8,I am overall satisfied, Bulgaria ,2020-05-15,,Solo Leisure,Economy Class,Sofia to Tokyo via Paris,April 2020,0,0,0,0,0,0,4,1,2020,5
air-france,1,request for refund was denied, Bulgaria ,2020-05-12,,Solo Leisure,Economy Class,Frankfurt to Quito via Paris,September 2019,2,2,0,0,1,0,1,0,2020,5
air-france,1,complete and utter nightmare, Bulgaria ,2020-04-24,,Family Leisure,Economy Class,Paris to Dublin,March 2020,0,0,0,0,0,0,1,0,2020,4
air-france,8,I really enjoyed the food, Bulgaria ,2020-04-13,Boeing 777,Family Leisure,Business Class,New York to Paris,May 2019,4,4,4,4,5,3,3,1,2020,4
air-france,9,give you the voucher, Bulgaria ,2020-04-11,,Solo Leisure,Economy Class,Paris to Tel Aviv,April 2020,0,0,0,0,0,0,4,1,2020,4
air-france,1,My experience was bad, Bulgaria ,2020-03-24,,Solo Leisure,Economy Class,New York to Paris,March 2020,1,1,0,0,1,0,1,0,2020,3
air-france,1,I never got to travel, Bulgaria ,2020-03-18,,Solo Leisure,Economy Class,Cairo to Oslo via Paris,March 2020,0,0,0,0,1,0,1,0,2020,3
air-france,1,no way I can contact them, Bulgaria ,2020-03-14,,Family Leisure,Economy Class,Oslo to Miami via Paris,March 2020,0,0,0,0,0,0,1,0,2020,3
air-france,1,I am unable to get a refund, Bulgaria ,2020-03-11,,Solo Leisure,Economy Class,Marrakech to Istanbul via Paris,March 2020,0,0,0,0,1,0,1,0,2020,3
air-france,1,decided to postpone the trip, Bulgaria ,2020-03-04,,Family Leisure,Business Class,Los Angeles to Paris,March 2020,0,0,0,0,0,0,1,0,2020,3
air-france,8,very friendly and classy, Netherlands ,2020-02-01,A320,Solo Leisure,Economy Class,Amsterdam to Paris,January 2020,4,5,4,0,5,0,5,1,2020,2
air-france,10,no room to breathe, Netherlands ,2020-01-30,,Solo Leisure,Economy Class,Dubai to Paris,January 2020,1,2,0,1,1,0,1,0,2020,1
air-france,10,I will recommend Air France, Netherlands ,2020-01-28,,Business,Economy Class,Bologna to Johannesburgvia Paris,January 2020,5,5,5,0,5,0,5,1,2020,1
air-france,5,My disappointment is with the food service, Netherlands ,2020-01-27,,Solo Leisure,Business Class,Toronto to Paris,January 2020,5,5,1,4,5,0,2,0,2020,1
air-france,1,never fly with them again, Netherlands ,2020-01-23,,Solo Leisure,Economy Class,Prague to Cape Town via Paris,January 2020,1,5,1,0,1,0,1,0,2020,1
air-france,3,pour myself a glass of water, Netherlands ,2020-01-23,,Solo Leisure,Economy Class,Toronto to Paris,December 2019,5,1,1,2,5,0,1,0,2020,1
air-france,8,"attentive, courteous service", Netherlands ,2020-01-17,A330-300,Business,Business Class,Paris to Chicago,January 2020,4,4,4,4,2,3,4,1,2020,1
air-france,2,not correspond to business class, Netherlands ,2020-01-16,A320,Solo Leisure,Business Class,Paris to Madrid,January 2020,1,2,1,1,3,1,1,0,2020,1
air-france,6,checked size and weight of cabin bags, Netherlands ,2020-01-09,A321,Solo Leisure,Economy Class,Paris to Prague,December 2019,3,4,4,0,1,5,3,1,2020,1
air-france,3,we wanted to change our route, Netherlands ,2020-01-06,,Family Leisure,Business Class,Johannesburg to Paris,January 2020,4,1,1,3,1,3,1,0,2020,1
air-france,7,B777 is fine but I prefer the A380, United Kingdom ,2019-12-15,Boeing 777,Solo Leisure,Economy Class,Paris CDG to New York JFK,November 2019,4,4,4,4,3,0,4,1,2019,12
air-france,1,Air France does not care about their customers, United Kingdom ,2019-12-12,,Business,Economy Class,"Prague to Paris via Washington, D.C.",December 2019,4,3,4,4,5,5,5,0,2019,12
air-france,4,surprised to discover how uncomfortable the seats were, United Kingdom ,2019-12-12,Boeing 787,Couple Leisure,Premium Economy,Detroit to Paris CDG,November 2019,1,1,1,3,2,0,1,0,2019,12
air-france,10,Overall a perfect flight, United Kingdom ,2019-12-07,Boeing 777,Solo Leisure,Business Class,Paris to Tokyo,November 2019,4,5,5,5,4,0,5,1,2019,12
air-france,1,treat passengers in very bad manner, United Kingdom ,2019-12-04,Boeing 777-300,Family Leisure,Economy Class,Paris to Buenos Aires,November 2019,1,1,1,1,1,1,1,0,2019,12
air-france,1,unforgiving with baggage allowance, United Kingdom ,2019-12-03,,Family Leisure,Economy Class,Paris to New York,December 2019,2,1,1,3,1,0,1,0,2019,12
air-france,1,they are changing my flight, United Kingdom ,2019-11-28,,Family Leisure,Economy Class,Salt Lake City to Istanbul via Paris,November 2019,0,0,0,0,0,0,1,0,2019,11
air-france,8,crew very friendly and polite, United Kingdom ,2019-11-26,E190 / A321,Business,Business Class,Aberdeen to Lisbon via Paris,October 2019,5,5,3,0,5,0,5,1,2019,11
air-france,1,made me weigh my carry-on bag, United Kingdom ,2019-11-26,Boeing 777,Couple Leisure,Economy Class,Paris CDG to New York,November 2019,3,4,3,2,1,1,1,0,2019,11
air-france,1,unprofessional to overbook flights, United Kingdom ,2019-11-22,,Solo Leisure,Economy Class,Stockholm to Biarritz via Paris,November 2019,4,5,0,0,1,0,2,0,2019,11
air-france,10,enjoy flying with Air France, United Kingdom ,2019-11-19,Boeing 787,Business,Business Class,Bogotá to Paris,October 2019,5,5,5,5,5,5,5,1,2019,11
air-france,4,crews on both legs were excellent, United Kingdom ,2019-11-10,,Couple Leisure,Business Class,Manchester to Miami via Paris,October 2019,1,5,2,2,1,0,2,0,2019,11
air-france,1,been extremely frustrating, United Kingdom ,2019-11-03,,Solo Leisure,Economy Class,Paris to Beirut,October 2019,0,0,0,0,0,0,1,0,2019,11
air-france,2,charges more but offers less, United Kingdom ,2019-11-02,,Solo Leisure,Economy Class,Paris to Calgary,September 2019,1,1,4,2,1,2,1,0,2019,11
air-france,8,Good inflight catering, United Kingdom ,2019-10-27,A320,Couple Leisure,Economy Class,Manchester to Tbilisi via Paris,October 2019,4,4,4,0,4,0,3,1,2019,10
air-france,1,acted so slow and carelessly, United Kingdom ,2019-10-23,,Family Leisure,Economy Class,Aberdeen to Dallas via Paris,October 2019,1,1,1,0,1,0,1,0,2019,10
air-france,8,Onboard service very good, United Kingdom ,2019-10-22,A320 / A318,Solo Leisure,Economy Class,Bucharest to Zurich via Paris CDG,October 2019,3,5,4,0,4,0,4,1,2019,10
air-france,2,food quality was terrible for me, United Kingdom ,2019-10-19,,Couple Leisure,Economy Class,Mexico City to Paris,October 2019,1,1,1,3,3,0,1,0,2019,10
air-france,1,miss my connection flight, United Kingdom ,2019-10-19,,Solo Leisure,Economy Class,New York to Belgrade via Paris,October 2019,1,3,3,1,1,0,1,0,2019,10
air-france,2,not refunded my money, United Kingdom ,2019-10-18,,Family Leisure,Economy Class,Paris to Nice,August 2019,1,3,0,0,3,0,1,0,2019,10
air-france,1,went to Düsseldorf by train, United States ,2020-03-02,,Couple Leisure,Economy Class,Paris to Dusseldorf,February 2020,0,0,0,0,1,0,1,0,2020,3
air-france,1,will never choose this carrier again, United States ,2020-02-27,,Family Leisure,Economy Class,London to Accra,February 2020,2,2,2,3,2,1,1,0,2020,2
air-france,1,substituted an economy flight, United States ,2020-02-24,,Couple Leisure,Business Class,Brisbane to Paris,February 2020,0,0,0,0,0,0,2,0,2020,2
air-france,10,I cannot be more thankful, United States ,2020-02-20,A320,Solo Leisure,Economy Class,Paris to Madrid,February 2020,5,5,0,0,5,0,5,1,2020,2
air-france,10,their very kind service, United States ,2020-02-18,Boeing 777-300ER,Solo Leisure,Premium Economy,Paris to New York JFK,February 2020,4,5,4,0,3,0,4,1,2020,2
air-france,3,a poor experience, United States ,2020-02-15,Boeing 777,Couple Leisure,Economy Class,Tokyo to Birmingham via Paris CDG,February 2020,2,3,4,1,2,0,4,0,2020,2
air-france,1,were indifferent to me, United States ,2020-02-15,AF217,Solo Leisure,Economy Class,Mumbai to Frankfurt via Paris,February 2020,1,1,1,3,3,0,1,0,2020,2
air-france,1,not award me mileage points, United States ,2020-02-09,,Business,Business Class,Copenhagen to Buenos Aires via Paris CDG,January 2020,1,1,0,0,1,0,1,0,2020,2
air-france,2,Very uncomfortable seats, United States ,2020-02-09,Boeing 777-300,Couple Leisure,Economy Class,Fort de France to Paris,February 2020,1,3,1,0,2,0,1,0,2020,2
air-france,8,Very nice flight!, United States ,2020-02-06,A318,Couple Leisure,Economy Class,Hamburg to Paris,February 2020,5,5,5,5,4,5,4,1,2020,2
air-france,1,a terrible experience, Hong Kong ,2020-01-04,Boeing 777,Solo Leisure,Economy Class,Birmingham to Hong Kong via Paris,January 2020,1,2,2,2,1,1,1,0,2020,1
air-france,9,impressed by the service, Hong Kong ,2020-01-01,Boeing 777-300ER,Solo Leisure,Economy Class,Montreal to Paris,July 2019,5,5,5,4,5,0,4,1,2020,1
air-france,8,All four flights were good, Hong Kong ,2019-12-28,A320 / A319 / E190,Solo Leisure,Economy Class,Munich to Lyon via Paris,October 2019,4,5,5,3,5,0,4,1,2019,12
air-france,1,the worst experience, Hong Kong ,2019-12-28,,Business,Economy Class,Paris to Milan,December 2019,1,1,1,1,1,1,1,0,2019,12
air-france,2,flights were okay as usual, Hong Kong ,2019-12-28,,Couple Leisure,Economy Class,Milan to Houston via Paris,October 2019,4,4,0,0,4,0,2,1,2019,12
air-france,1,only allows 1 hand luggage, Hong Kong ,2019-12-26,A330,Couple Leisure,Economy Class,Paris to Nairobi,December 2019,1,0,0,0,1,0,1,0,2019,12
air-france,2,no one responds to me for a week, Hong Kong ,2019-12-25,,Solo Leisure,Economy Class,Paris to Dubai,December 2019,3,2,2,3,1,0,2,0,2019,12
air-france,4,delayed by 15 minutes, Hong Kong ,2019-12-25,A380-800,Couple Leisure,Premium Economy,Miami to Paris,December 2019,2,4,3,3,4,0,2,0,2019,12
air-france,2,My food was terrible, Hong Kong ,2019-12-23,,Family Leisure,Economy Class,Paris to Seattle,December 2019,1,1,1,4,5,4,1,0,2019,12
air-france,1,poor customer service, Hong Kong ,2019-12-23,,Solo Leisure,Economy Class,Paris to Cancun,November 2019,1,2,1,2,2,0,1,0,2019,12
air-france,6,My issue is with the baggage policy, United States ,2019-10-15,A380,Couple Leisure,Business Class,Atlanta to Paris via Marseille,October 2019,5,5,5,3,3,0,5,0,2019,10
air-france,1,Connection in Paris  horrendous, United States ,2019-10-13,,Couple Leisure,Economy Class,Rome to Paris,October 2019,1,2,2,1,1,1,1,0,2019,10
air-france,1,shown no understanding, United States ,2019-10-10,,Family Leisure,Economy Class,Florence to Paris,September 2019,1,2,1,0,1,0,1,0,2019,10
air-france,5,Overall impression: sloppy product, United States ,2019-10-10,A380,Business,Business Class,Paris CDG to New York JFK,October 2019,1,2,2,1,3,0,2,0,2019,10
air-france,7,in-flight experience was pleasant, United States ,2019-10-09,A380-800,Couple Leisure,Economy Class,New York to Paris,June 2019,4,4,3,4,2,0,3,1,2019,10
air-france,10,Fantastic job all the way, United States ,2019-10-05,A320,Solo Leisure,Economy Class,Paris CDG to Lyon,October 2019,4,5,4,0,5,0,5,1,2019,10
air-france,10,Very enjoyable flight, United States ,2019-10-01,Boeing 789-9,Couple Leisure,Economy Class,Paris CDG to Panamá City,September 2019,4,4,4,5,4,5,5,1,2019,10
air-france,4,looking for place to put their baggage, United States ,2019-10-01,A320,Couple Leisure,Economy Class,Paris CDG to Budapest,September 2019,3,1,2,0,4,0,3,0,2019,10
air-france,2,"Sad, no organisation", United States ,2019-10-01,A320,Couple Leisure,Economy Class,Paris to Budapest,September 2019,3,1,1,1,3,1,1,0,2019,10
air-france,6,Very poor business class, United States ,2019-09-27,A320,Business,Business Class,Paris CDG to Lisbon,September 2019,1,4,1,1,4,0,2,1,2019,9
air-france,4,don't dim the cabin lights, Portugal ,2019-09-23,A321,Solo Leisure,Economy Class,Paris CDG to Lisbon,September 2019,2,2,3,1,3,1,3,0,2019,9
air-france,4,Food given was miserable, Portugal ,2019-09-22,A321,Solo Leisure,Economy Class,Lisbon to Paris CDG,September 2019,2,2,1,1,3,0,3,0,2019,9
air-france,4,No proper information was given, Portugal ,2019-09-08,,Family Leisure,Economy Class,Basel to Paris CDG,August 2019,2,3,1,0,1,0,3,0,2019,9
air-france,1,service was bad to non-existent, Portugal ,2019-09-08,A380,Family Leisure,Economy Class,Paris CDG to Washington,August 2019,3,1,4,3,1,0,1,0,2019,9
air-france,1,Dreadful experience, Portugal ,2019-09-04,,Business,Economy Class,Newcastle to Perpignan via Paris Orly,September 2019,1,1,1,0,1,0,1,0,2019,9
air-france,10,improvement on the service, Portugal ,2019-08-27,Boeing 787 / A320,Solo Leisure,Economy Class,Bogota to Tel Aviv via Paris,August 2019,5,5,5,5,5,5,5,1,2019,8
air-france,9,service is outstanding, Portugal ,2019-08-23,Boeing 777,Solo Leisure,First Class,Dublin to Singapore via Paris,August 2019,5,5,5,4,5,0,5,1,2019,8
air-france,7,An enjoyable flight, Portugal ,2019-08-22,A321 and Boeing 777-200ER,Family Leisure,Economy Class,Lyon to Washington via Paris,August 2019,5,5,5,4,1,3,4,1,2019,8
air-france,1,you pay for seats, Portugal ,2019-08-21,,Solo Leisure,Economy Class,Mumbai to Paris,August 2019,3,3,3,3,1,1,1,0,2019,8
air-france,9,Everything was very good, Portugal ,2019-08-16,Boeing 787,Solo Leisure,Business Class,Bangkok to Paris,August 2019,4,5,3,4,3,0,4,1,2019,8
air-france,2,entertainment was awful, Belgium ,2019-06-30,A340,Business,Business Class,Nouakchott to Paris,March 2019,1,4,3,1,1,0,1,0,2019,6
air-france,2,never again Air France, Belgium ,2019-06-29,Boeing 787-900,Couple Leisure,Business Class,Amsterdam to Bangkok via Paris,June 2019,2,1,2,2,1,1,1,0,2019,6
air-france,10,really enjoyed my trip, Belgium ,2019-06-28,,Solo Leisure,Economy Class,Kiev to Montréal via Paris,June 2019,5,5,5,5,5,5,5,1,2019,6
air-france,7,expectations were not very high, Belgium ,2019-06-23,A320,Solo Leisure,Economy Class,Paris CDG to London Heathrow,June 2019,2,3,3,0,2,0,4,1,2019,6
air-france,1,Lost our luggage for 3 days, Belgium ,2019-06-20,,Couple Leisure,Economy Class,Milan to Marseilles via Paris CDG,May 2019,1,4,3,0,1,0,1,0,2019,6
air-france,3,we couldn’t sit together, Belgium ,2019-06-02,,Couple Leisure,Economy Class,Tokyo to Paris,May 2019,1,1,1,0,1,0,1,0,2019,6
air-france,5,most uncomfortable flight, Belgium ,2019-05-30,Boeing 777-300ER,Couple Leisure,Economy Class,Mauritius to Paris CDG,May 2019,1,4,3,3,3,0,3,1,2019,5
air-france,10,surprisingly stellar experience, Belgium ,2019-05-29,,Business,Economy Class,Paris to Tbilisi,May 2019,5,5,3,0,5,0,5,1,2019,5
air-france,9,Good choice of food, Belgium ,2019-05-28,,Solo Leisure,Economy Class,Paris CDG to Dublin,May 2019,4,5,4,0,5,0,4,1,2019,5
air-france,9,Service impeccable, Belgium ,2019-05-28,,Solo Leisure,Business Class,Dublin to Paris CDG,May 2019,4,5,5,0,4,0,4,1,2019,5
air-france,10,recent flight was a pleasure, Ukraine ,2019-05-25,A319,Solo Leisure,Economy Class,Paris to Vienna,May 2019,5,5,5,5,5,5,5,1,2019,5
air-france,1,never travel again on this airline, Ukraine ,2019-05-24,Boeing 777 / A320,Couple Leisure,Business Class,Havana to Geneva via Paris,February 2019,2,2,1,0,2,0,3,0,2019,5
air-france,1,Economy not been updated, Ukraine ,2019-05-22,,Business,Economy Class,Paris to Freetown,May 2019,1,1,2,1,1,1,1,0,2019,5
air-france,2,attendants weren’t responsive, Ukraine ,2019-05-21,,Couple Leisure,Economy Class,Paris to San Francisco,May 2019,2,1,1,3,1,1,1,0,2019,5
air-france,8,decent experience, Ukraine ,2019-05-20,A320,Couple Leisure,Economy Class,Toulouse to Munich via Paris,May 2019,2,4,4,0,4,0,5,1,2019,5
air-france,3,transit time is only one hour, Ukraine ,2019-05-19,,Business,Economy Class,Munich to Singapore via Paris,May 2019,3,3,2,0,1,0,1,0,2019,5
air-france,2,meal service most haphazard, Ukraine ,2019-05-19,A380,Couple Leisure,Economy Class,Paris to San Francisco,April 2019,2,1,2,1,3,0,4,0,2019,5
air-france,2,Lost our luggage today, Ukraine ,2019-05-18,,Couple Leisure,Economy Class,Milan to Marseille via Paris,May 2019,2,5,4,0,1,0,2,0,2019,5
air-france,2,the worst experience, Ukraine ,2019-05-14,Boeing 777,Family Leisure,Economy Class,Fort de France to Amsterdam via Paris,May 2019,1,2,2,1,1,0,1,0,2019,5
air-france,5,It could be better2, Ukraine ,2019-05-13,A380-800,Family Leisure,Economy Class,Paris to Shanghai,October 2018,5,1,4,4,1,0,4,0,2019,5
air-france,3,Air France customer review, Indonesia ,2019-08-09,,Solo Leisure,Economy Class,Venice to Paris,August 2019,3,3,2,0,1,0,1,0,2019,8
air-france,2,never again be taking Air France, Indonesia ,2019-07-31,,Family Leisure,Economy Class,Birmingham to Budapest via Paris,June 2019,2,2,3,0,1,0,1,0,2019,7
air-france,1,a horrible airline to fly, Indonesia ,2019-07-28,,Family Leisure,Economy Class,Atlanta to Paris,July 2019,2,2,1,1,1,0,1,0,2019,7
air-france,2,Very disappointed, Indonesia ,2019-07-22,,Couple Leisure,Premium Economy,Johannesburg to Paris,July 2019,1,1,0,0,2,0,2,0,2019,7
air-france,2,They hid information from us, Indonesia ,2019-07-22,,Family Leisure,Economy Class,Paris to Shanghai via Melbourne,July 2019,2,3,3,1,1,0,1,0,2019,7
air-france,10,cabin crew were polite, Indonesia ,2019-07-12,A319,Business,Economy Class,Paris to London,April 2019,5,5,5,0,5,0,5,1,2019,7
air-france,10,Everything is good, Indonesia ,2019-07-12,Boeing 777-300 / A320,Family Leisure,Economy Class,Los Angeles to Amman via Paris,July 2019,5,5,5,5,5,0,5,1,2019,7
air-france,8,Crew were nice and friendly, Indonesia ,2019-07-05,Boeing 777 / A320,Solo Leisure,Economy Class,Dubai to Stockholm via Paris,June 2019,5,4,3,5,4,0,5,1,2019,7
air-france,1,lost track of my luggage, Indonesia ,2019-07-01,,Solo Leisure,Economy Class,Paris to Florence,June 2019,1,1,1,0,1,0,1,0,2019,7
air-france,10,I felt highly satisfied, Indonesia ,2019-07-01,A320,Business,Economy Class,Paris to Zurich,June 2019,4,4,5,0,5,0,4,1,2019,7
air-france,1,I was denied boarding, United States ,2019-04-03,,Solo Leisure,Economy Class,Atlanta to Paris,March 2019,1,0,0,0,1,0,1,0,2019,4
